artist,song,signified,signifier,line
Fabolous,Keepin it Gangsta Remix,jet,Testaverde,"I toss bullets, New York niggas jet like Testaverde"
Fabolous,Keepin it Gangsta Remix,extra,dust,"Ain't nobody taking it and making it, extra like dust"
Jean Grae,You Dont Know,shit,Canadian Asians host,"Been in it, hosting shit like Canadian Asians host SARS"
Jean Grae,You Dont Know,man,an ACME safe in a cartoon,"I'm heavy man, like an ACME safe in a cartoon"
Lil Wayne,You Ain’t Got Nuthin,sloppy,seconds,"Leave you sloppy like seconds, obey me like peasants"
Lil Wayne,You Ain’t Got Nuthin,money,a muhfucka,"Yeah, I'm gettin' money like a muh'fucka"
The Notorious B.I.G.,Dead Wrong,fists,Cu - macho,"The head honcho, swift fists like Cu-macho"
De La Soul,Stakes is High,contact,my main man,Positive contact just like my main man
Do or Die,Nobodys Home,chillin,a star,Got me chillin like a star
Do or Die,Nobodys Home,skirts,that,And why you wearin skirts like that
Do or Die,Nobodys Home,smoke,me,But we gon smoke and ride playa like me and you
Do or Die,All In The Club,ballin,you,Ballin' like you true to sin
Wu-Tang Clan,Dog Shit,piss,trees,The dog piss on MCs like trees
JAY-Z,Hey Papi,bluish,this,"I bet his wrists ain't bluish like this, like this"
Young Money,BedRock,stuck,"glue ,","Ooh baby, I be stuck to you like glue, baby"
Young Money,BedRock,stuck,"glue ,","Ooh baby, I be stuck to you like glue, baby"
Young Money,BedRock,stuck,"glue ,","Ooh baby, I be stuck to you like glue, baby"
Young Money,BedRock,stuck,"glue ,","Ooh baby, I be stuck to you like glue, baby"
Jay Electronica,Exhibit A Transformations,ways,Nat and Harriet,I pave ways like Nat and Harriet
Jay Electronica,Exhibit A Transformations,elegant,Miss Coretta Scott King,The flow is elegant like Miss Coretta Scott King
The Notorious B.I.G.,Kick in the Door,hot,a kettle,I make it hot like a kettle get
The Notorious B.I.G.,Kick in the Door,steel,"Bronson , Vigilante","Tote steel like Bronson, Vigilante"
JAY-Z,Izzo H.O.V.A.,charges,Rocky,"But somehow, I beat them charges like Rocky"
JAY-Z,Cant Knock the Hustle,time,Movado,"I gotta, let you niggas know the time like Movado"
JAY-Z,Cant Knock the Hustle,rocks,Colorado,"My motto, stack rocks like Colorado"
JAY-Z,Cant Knock the Hustle,slick,"a gato ,","Slick like a gato, fucking Jay-Z"
JAY-Z,Politics as Usual,jewels,Isis,"My life is based on sacrifices, jewels like Isis"
JAY-Z,Politics as Usual,y',Three Blind Mice,Comes to this cheese y'all like Three Blind Mice
JAY-Z,Politics as Usual,suckin,a vacuum,"Suckin' me in like a vacuum, I remember"
JAY-Z,Politics as Usual,green,spinach,"Ten inch, green like spinach, pop wines that's vintage"
JAY-Z,22 Twos,groove,hold - up,"Whole groove like hold-up, swoll up"
JAY-Z,22 Twos,minds,Richard Simmons,Exercisin' your gay-like minds like Richard Simmons
JAY-Z,Aint No Nigga,nigga,the one I got,Ain't no nigga like the one I got
JAY-Z,Aint No Nigga,nigga,the one I got,Ain't no nigga like the one I got
JAY-Z,Aint No Nigga,nigga,the one I got,Ain't no nigga like the one I got
JAY-Z,Coming of Age,diamonds,Liberace,"To Guess to Versace, now it's diamonds like Liberace"
JAY-Z,Cashmere Thoughts,cold,December,"Might you remember, my shit is cold like December"
JAY-Z,Cashmere Thoughts,flow,fine wine,Spitting flow like fine wine down your earlobe
JAY-Z,Cashmere Thoughts,swift,a Lotus,Notice the child swift like a Lotus
JAY-Z,Cashmere Thoughts,slide,satin,I did die when I'm rapping then slide like satin
JAY-Z,Cashmere Thoughts,hot,heroin,"Ghetto's Errol Flynn, hot like heroin"
JAY-Z,Bring It On,green,slum change,All I want my pockets green like slum change
JAY-Z,Bring It On,post,Hakeem,"High post like Hakeem, got a lot of things to drop"
JAY-Z,Bring It On,feelings,a mulatto,"That's real, mixed feelings like a mulatto"
JAY-Z,Regrets,eyes,a Korean,But one of these buyers got eyes like a Korean
JAY-Z,Regrets,danger,Camp Crystal Lake,'Cause I sense danger like Camp Crystal Lake and
JAY-Z,Cant Knock the Hustle Remix,legs,Grade A eggs,Girl just crack those shaped legs like Grade A eggs
Public Enemy,Burn Hollywood Burn,movies,Spike Lee,So let's make our own movies like Spike Lee
Public Enemy,Burn Hollywood Burn,somebody,Huey P. Newton or H. Rap Brown,"""Yeah, I'm wid it. You mean somebody like Huey P. Newton or H. Rap Brown, right?"""
Eminem,Marshall Mathers,shit,some twenty - six - year - old skinny Cartman ( Goddamn it,Startin' shit like some twenty-six-year-old skinny Cartman (Goddamn it!)
Scarface,Guess Whos Back,corners,a safety,"Play them corners like a safety, watching traffic switch"
Scarface,Guess Whos Back,block,quarter - water ( Ugh,I hug the block like quarter-water (Ugh)
Scarface,Guess Whos Back,corner,a old deuce and a quarter,"Shit, I used to hug a corner like a old deuce and a quarter"
Ghostface Killah,The Champ,medallions,Flavor Flav clock,"Guerilla medallions like Flavor Flav clock, yo"
Ghostface Killah,The Champ,puppet,that fool up there,"*Bell rings* Think nobody can. Don’t give this sucker no statue, give him death. I told y’all I wasn’t going away. You had your shot no give me mine. Now why don’t you tell these folks why you been ducking me, politics man. You think you going to keep me down. They don’t want me to have the title. Because I’m not a puppet like that fool up there. Ask his woman she get more pipe from the plumber than in bed. I’m the Champ!"
The Coup,Fat Cats Bigga Fish,nights,this,Nights like this is good for business
The Coup,Fat Cats Bigga Fish,men,Frank Nitti,Who treats young black men like Frank Nitti
The Coup,Fat Cats Bigga Fish,process,Ice Ts hair,"Mr Coke said to Mr Mayor: ""You know, we got a process like Ice Ts hair"
The Coup,Pimps Free Stylin at the Fortune 500 Club,motherfuckers,me,Motherfuckers like me got stocks bonds and securities
The Coup,Pimps Free Stylin at the Fortune 500 Club,amount,this,X amount of this like this ? gap hear me
Too $hort,Cocktales,hookers,Kathy,"I meet the groupies, hookers like Kathy"
Do or Die,Money Flow,clean,Windex,Money clean like Windex
Do or Die,Money Flow,tactics,a dirty kid flippin on a mattress,"I pimp lyrical tactics, just like a dirty kid flippin on a mattress"
Do or Die,Money Flow,flow,a rig - a - lin,The money flow like a rig-a-lin
2Pac,Bomb First My Second Reply,lyrics,The Holy Quran,"Hysterical, spiritual lyrics like The Holy Qur'an"
2Pac,Bomb First My Second Reply,king,you,"""King of New York"" like you the motherfuckin' one?"
Jadakiss,Death Wish,bitch,Russian Roulette bitch,"Yeah, that's a bet bitch like Russian Roulette bitch"
Joe Budden,6 Minutes of Death,big,Christopher Wallace,"Little nigga, I think big like Christopher Wallace"
Joe Budden,6 Minutes of Death,fresh,a Mentos mint,So if you wanna get fresh like a Mentos mint
The Notorious B.I.G.,I Love the Dough,richie,Lionel,"Biggie be Richie like Lionel, shit"
The Notorious B.I.G.,I Love the Dough,charts,The Beatles,"Play the charts like The Beatles, y'all adapt you lost"
The Notorious B.I.G.,I Love the Dough,dash,Dame,"Speak my name, I make 'em Dash like Dame"
Canibus,Second Round K.O.,frontin,a drug - free role model,"Frontin' like a drug-free role model, you disgust me"
Canibus,Second Round K.O.,ass,me,But you ain't got the skills to eat a nigga's ass like me
Das EFX,Mic Checka,noise,Bamm - Bamm,"Shrimps, I miggedy-make enough noise like Bamm-Bamm"
Das EFX,Mic Checka,ducks,Daddy Warbucks,I giddedy-got the big ducks like Daddy Warbucks
Das EFX,Mic Checka,fresh,this,I'm riggedy-rippin' flesh plus I get fresh like this
Das EFX,Mic Checka,rhyme,no one,"Squooshed for fun, I riggedy-rhyme like no one"
Das EFX,Mic Checka,banger,Esiason s the Boomer,"See I be the boogie banger, like Esiason's the Boomer"
Das EFX,Mic Checka,spin,the Mack and I,Do a spin like the Mack and I slide like Peggy Fleming
Das EFX,Mic Checka,rhymes,Slick Rick,I biggedy-bust rhymes like Slick Rick busts shots
Das EFX,Mic Checka,snooze,Rip Van Winkle,I diggedy-don't bruise but snooze like Rip Van Winkle
Das EFX,Mic Checka,dunk,Kareem Abdul - Jabbar,I sliggedy-slam dunk like Kareem Abdul-Jabbar
Red Cafe,Im Ill,ballin,a athlete,"I'm ""Ballin"" like a athlete"
Ice Cube,Steady Mobbin,road,Mario Andretti,'Cause I'm ready to hit the road like Mario Andretti
Ice Cube,Steady Mobbin,grubbin,a motherfucker,Grubbin' like a motherfucker
Big Pun,Twinz Deep Cover 98,nigga,me,A thug nigga just like me; one of the best—might be even better
Big Pun,Twinz Deep Cover 98,towns,rounds in the chamber,We lock towns like rounds in the chamber
Big Pun,Twinz Deep Cover 98,major,Nine,"Boogie Down major like Nine, I bust mine every time"
Nicki Minaj,Cuchi Shop,sides,your biggie fries,Super size all your sides like your biggie fries
Nicki Minaj,Cuchi Shop,hussein,Sadam,"Cause my flow crazy, Hussein like Sadam"
Blackalicious,Release,heads,eggs,"In it with a gig, big fat heads like eggs Benedict"
DJ Quik,I Used to Know Her,bitch,that,He said he met a bitch like that last july
Gang Starr,Work,job,the mob,"Crazy raw, doing my job like the mob"
Gang Starr,Work,respect,the force of a TEC,Platinum respect like the force of a TEC
Ice Cube,Im Only Out for One Thang,nigga,mell,Cause a nigga like me'll lay plenty of pipe
Ice Cube,Im Only Out for One Thang,ass,Raindance,Waxing that ass like Raindance
Ice Cube,Im Only Out for One Thang,nigga,Ice Cube,Cause a nigga like Ice Cube is only out for one thang
2Pac,Got My Mind Made Up,lyrics,orientation,"So mandatory my elevation, my lyrics like orientation"
2Pac,Got My Mind Made Up,electrifyin,thunder,"Electrifyin' like thunder, I'm just too much"
2Pac,Got My Mind Made Up,pictures,Magellan,"Melons get swellings, I paint mental pictures like Magellan"
2Pac,Got My Mind Made Up,loot,Johnny Cash,Johnny Blaze out to get loot like Johnny Cash
2Pac,Got My Mind Made Up,connects,Federal Express,I got connects like Federal Express
2Pac,Got My Mind Made Up,dangerous,John the Bomb Analyst,I'm dangerous like John the Bomb Analyst
2Pac,Got My Mind Made Up,mcs,ki s,Flip MCs like ki's
Fabolous,Breathe,something,hard punches,Feels something like hard punches to the gut
Cassidy,Im a Hustla,hot,a Jamaican clubs,"With cops, got the block hot like a Jamaican clubs"
Cassidy,Im a Hustla,big,P - U,The Kid do it big like P-U-N
Method Man & Redman,How High,raw,Reservoir Dogs,Raw to the floor raw like Reservoir Dogs
Method Man & Redman,How High,rules,glass jaws,Breakin' all the rules like glass jaws
Method Man & Redman,How High,times,U.S. Air off,Wreck ya five times like U.S. Air off an instrumental
Method Man & Redman,How High,case,your name,But I may murder your case like your name was Cal Brooks
Ma$e,24 Hours to Live,christmas,growin,Show 'em what Christmas like growin' up in the ghetto
The Coup,Dig It,record,a surgeon,Pam cuts a record like a surgeon cuts a tumor from a brain
Immortal Technique,Obnoxious,dodger,George Bush,"A fuckin' hypocrite, draft-dodger like George Bush"
Immortal Technique,Obnoxious,alcoholic,the President s daughters,A ragin' alcoholic like the President's daughters
Immortal Technique,Obnoxious,flow,third - world - country tap water,"Disgustin' flow, like third-world-country tap water"
Dr. Dre,Whats the Difference,talkin,they,"Claimin' they nonviolent, talkin' like they— (Do not resist the beat)"
Reflection Eternal,In This World,shit,this,(Tone they don't get shit like this no more)
Snoop Dogg,Doggy Dogg World,bitch,7 - Up,"I treat a bitch like 7-Up — I never have, I never will"
Snoop Dogg,Doggy Dogg World,bitch,this,I tell a bitch like this:
Snoop Dogg,Doggy Dogg World,styles,a contraceptive,Usin' my styles like a contraceptive
Snoop Dogg,Doggy Dogg World,flavor,Lifesavers,"Styles vary, packin' flavor like Lifesavers"
Snoop Dogg,Doggy Dogg World,unique,China,"Don't sweat, but check the technique, I'm unique like China"
Snoop Dogg,Doggy Dogg World,g,that,"I'm a G like that, strapped with hit-hard tactics"
Snoop Dogg,Doggy Dogg World,hoes,tennis rackets,"A fuckin' menace, usin' hoes like tennis rackets"
Snoop Dogg,Doggy Dogg World,shit,Red Dawn,"I’m head huntin', hit the button, and light shit up like Red Dawn"
Snoop Dogg,Doggy Dogg World,looney,O - Dog,"You can’t do me, I’m goin' out looney like O-Dog"
50 Cent,Patiently Waiting,swing,Conan,"50 fear no man, warrior, swing swords like Conan"
50 Cent,Patiently Waiting,juggernauts,it,"The juggernauts to this rap shit, like it or not"
50 Cent,Patiently Waiting,nothin',survivin,"You put your life in this, nothin' like survivin' a shot"
Kool G. Rap & DJ Polo,Rikers Island,chains,a real hardrock,"Snatchin chains, bustin brains, like a real hardrock"
JAY-Z,A Million and One Questions Remix,questions,Wendy Williams,For the millionth time asking me questions like Wendy Williams
JAY-Z,A Million and One Questions Remix,crook,you,I'm a crook like you
JAY-Z,A Million and One Questions Remix,bricks,"Fred , Barney Rubble and them","Flip bricks like Fred, Barney Rubble and them"
JAY-Z,A Million and One Questions Remix,answer,Iverson,I'm The Question and The Answer like Iverson
JAY-Z,A Million and One Questions Remix,hoes,ankles,"In a Range Rove, twist hoes like ankles"
The Coup,The Shipment,green,Kermit,If you want green like Kermit keep it heated like a Thermos
The Coup,The Shipment,drop,a fumble,If you're snitching to Columbo we gon' drop you like a fumble
Foxy Brown,Hot Spot,flows,vintage Dom,Flows all night like vintage Dom
The Coup,Me and Jesus the Pimp in a 79 Granada Last Night,smilin,a vulture,"Well, he was smilin' like a vulture as he rolled up the horticulture"
The Coup,Me and Jesus the Pimp in a 79 Granada Last Night,sparklin,sequins on a transvestite at Mardi Gras,Sparklin' like sequins on a transvestite at Mardi Gras
The Coup,Me and Jesus the Pimp in a 79 Granada Last Night,round,a little baby Jesus,'Cause I was runnin' 'round like a little baby Jesus
JAY-Z,The Dynasty Intro,somebody,Ennis,Every time somebody like Ennis was mentioned
Freeway,What We Do,bang,"T - Mac , ski mask","Bang like T-Mac, ski mask, air it out"
Freeway,What We Do,horns,Coltrane,"Before they blow them horns like Coltrane"""
JAY-Z,Big Pimpin,poppin,ozone,But when shit get hot then the Glock start poppin' like ozone
JAY-Z,Big Pimpin,crunk,Trigger - man,We keep hoes crunk like Trigger-man
Lil Wayne,Swag Surf,cool,Lou Rawls,"Man, I just be chilling, I'm cool like Lou Rawls"
Lil Wayne,Swag Surf,soft,Windows Vista,I leave the pussy micro-soft like Windows Vista
dead prez,Hell Yeah Remix,outside,warriors,"Let's ride, steppin' outside like warriors"
dead prez,Hell Yeah Remix,billy,Snoop,"But Billy like Snoop, got his blue rag on"
Gucci Mane,Bingo,booty,Jello,Can’t fit in my schedule 'less booty like Jello
Gucci Mane,Bingo,tight,Lamont Rollo,"I call, he says ""10-4"", tight like Lamont Rollo"
Gucci Mane,Bingo,house,a brothel,"Murcielago for El Gato, my house like a brothel"
Gucci Mane,Bingo,hoes,Wingo,"Let’s mingle, got hoes like Wingo"
Gucci Mane,Bingo,bitch,a cinco,"My bitch a dime, your bitch like a cinco"
Gucci Mane,Volume,ballin,the Lakers,Iced out bar got me ballin' like the Lakers
Fabolous,Pachanga,nigga,Eddie Griffin,He a funny little nigga like Eddie Griffin is
Fabolous,Pachanga,niggas,the  A Milli  beat,"Really she attract niggas like the ""A Milli"" beat"
Fabolous,Pachanga,friends,"Joey , Chandler and Ross","End up watching friends like Joey, Chandler and Ross"
Public Enemy,Bring the Noise,brother,me,"Cause a brother like me said ""Well"
Public Enemy,Bring the Noise,corrupt,a senator,At the fact that's corrupt like a senator
Gucci Mane,Gingerbread Man,rappers,Jeffrey Dahmer,Eat rappers like Jeffrey Dahmer
Gucci Mane,Gingerbread Man,something,a kite,Trees to that paper so im something like a kite
Gucci Mane,Gingerbread Man,diamonds,a light,Extra loud diamonds and its lookin like a light
Gucci Mane,Gingerbread Man,diamonds,a sweet potato pie,Burnt color diamonds like a sweet potato pie
Gucci Mane,Gingerbread Man,ratchet,a fly,Hit ya color diamonds??? and get ratchet like a fly?
Gucci Mane,Gingerbread Man,smell,cocaine,So my house smell like cocaine
Esau,Esau vs. Blackmel,metaphors,elementary schoolwork,Them simple ass metaphors like elementary schoolwork
Gucci Mane,I Think Im In Love,sexy,my last chick,Sexy like my last chick
Lil Wayne,Im Single,bitch,Nino,Nigga had to cancel that bitch like Nino
Lil Wayne,Im Single,bitch,Nino,Nigga had to cancel that bitch like Nino
Lil Wayne,Im Single,special,a place kicker,And I make her feel special like a place kicker
Lil Wayne,Im Single,bitch,Nino,Nigga had to cancel that bitch like Nino
M.O.P.,Downtown Swinga 96,ass,Bo Jack,"Breakin shackles, tackle your ass like Bo Jack"
Puff Daddy & the Family,Its All About the Benjamins Remix,chips,Hebrews,"You should do what we do, stack chips like Hebrews"
The Notorious B.I.G.,Long Kiss Goodnight,obese,Della Reese,I make your mouthpiece obese like Della Reese
The Notorious B.I.G.,Long Kiss Goodnight,teeth,Lil  Cease,When I release you lose teeth like Lil' Cease
